Employee_ID,Age,Gender,Department,Job_Role,Job_Level,Education,Marital_Status,Business_Travel,Distance_From_Home,Monthly_Income,Salary_Band,Hourly_Rate,Monthly_Rate,Job_Involvement,Job_Satisfaction,Environment_Satisfaction,Relationship_Satisfaction,Work_Life_Balance,Performance_Rating,Overtime,Training_Times_Last_Year,Years_At_Company,Years_In_Current_Role,Years_With_Current_Manager,Total_Working_Years,Years_Since_Last_Promotion,Num_Companies_Worked,Stock_Option_Level,Percent_Salary_Hike,Daily_Rate,Daily_Hours,Job_Change_Last_2Y,Manager_Change_Last_2Y,Attrition
EMP10820,27,Male,Operations,Operations Coordinator,3,Master's,Single,Travel_Frequently,13.0,8212,High,56.0,10086.0,3,3.0,3.0,3.0,3.0,4,Yes,2.0,6,6,6,13,3.0,1,1,24.0,1189,10.1,No,No,No
EMP10821,59,Male,Sales,Sales Executive,1,High School,Divorced,Non-Travel,18.0,2220,Low,33.0,18916.0,2,3.0,3.0,4.0,2.0,3,No,5.0,6,0,3,9,2.0,2,2,11.0,470,8.6,No,Yes,No
EMP10822,24,Male,Research & Development,Research Scientist,3,Doctorate,Married,Travel_Rarely,40.0,8809,High,67.0,23565.0,3,1.0,1.0,,3.0,3,No,5.0,3,3,1,9,2.0,2,2,10.0,968,8.6,No,No,No
EMP10823,25,Male,Human Resources,HR Executive,2,Bachelor's,Married,Travel_Rarely,32.0,5915,Medium,41.0,23214.0,2,1.0,3.0,3.0,3.0,3,No,2.0,4,4,4,11,4.0,6,0,15.0,1484,8.2,No,No,Yes
EMP10824,50,Male,Research & Development,Research Scientist,1,High School,Single,Travel_Frequently,29.0,7103,High,54.0,22747.0,3,3.0,2.0,2.0,,2,No,5.0,16,7,12,16,0.0,3,0,17.0,856,9.5,No,No,Yes
EMP10825,45,Female,Research & Development,Research Scientist,1,Master's,Single,Non-Travel,12.0,9666,High,74.0,22714.0,3,3.0,3.0,3.0,1.0,2,No,1.0,23,1,7,28,5.0,4,2,18.0,434,8.0,No,No,No
EMP10826,54,Male,Human Resources,HR Executive,2,High School,Married,Travel_Frequently,20.0,6811,Medium,76.0,24707.0,1,3.0,3.0,1.0,2.0,3,No,0.0,8,8,8,10,8.0,1,1,20.0,741,7.5,Yes,No,Yes
EMP10827,58,Male,Research & Development,Research Scientist,4,Bachelor's,Married,Travel_Rarely,7.0,9337,High,89.0,22216.0,4,4.0,3.0,4.0,3.0,3,No,2.0,4,4,0,6,2.0,0,1,14.0,112,9.5,No,Yes,No
EMP10828,59,Male,Sales,Sales Executive,2,Master's,Divorced,Travel_Rarely,14.0,7703,High,48.0,8146.0,3,4.0,3.0,3.0,3.0,3,No,5.0,12,7,9,18,4.0,2,3,15.0,1043,8.3,Yes,Yes,No
EMP10829,54,Male,Operations,Operations Coordinator,1,Bachelor's,Married,Travel_Rarely,4.0,7680,High,90.0,7081.0,3,4.0,4.0,3.0,3.0,3,No,6.0,14,10,14,14,1.0,5,0,24.0,908,8.9,Yes,No,Yes
EMP10830,43,Male,Human Resources,HR Executive,4,Master's,Divorced,Non-Travel,4.0,13176,Very High,21.0,8420.0,3,4.0,3.0,3.0,3.0,2,No,2.0,21,2,4,28,8.0,0,1,13.0,271,8.9,No,No,No
EMP10831,35,Male,Research & Development,Research Scientist,3,Bachelor's,Single,Travel_Rarely,32.0,9017,High,89.0,15819.0,3,3.0,3.0,3.0,3.0,4,No,2.0,14,10,14,19,4.0,2,0,22.0,878,10.3,No,No,No
EMP10832,24,Male,Research & Development,Research Scientist,3,Bachelor's,Married,Non-Travel,14.0,8242,High,38.0,20556.0,4,4.0,3.0,3.0,1.0,3,No,1.0,3,3,3,10,1.0,4,0,20.0,715,9.9,Yes,No,No
EMP10833,40,Female,Sales,Sales Executive,2,Doctorate,Married,Non-Travel,9.0,7967,High,61.0,11203.0,3,1.0,3.0,3.0,4.0,3,No,1.0,10,9,9,17,7.0,2,2,12.0,952,9.2,No,No,No
EMP10834,56,Female,Operations,Operations Coordinator,2,Master's,Married,Non-Travel,34.0,7454,High,94.0,4369.0,4,,2.0,3.0,2.0,3,Yes,1.0,9,4,0,11,8.0,4,1,24.0,904,7.4,No,No,Yes
EMP10835,37,Female,IT,Software Engineer,2,Bachelor's,Single,Travel_Frequently,7.0,6737,Medium,29.0,24527.0,1,3.0,3.0,4.0,2.0,2,No,2.0,7,3,7,10,7.0,6,1,22.0,123,8.6,No,No,No
EMP10836,41,Male,Operations,Operations Coordinator,3,Bachelor's,Single,Non-Travel,9.0,9989,High,95.0,24577.0,2,1.0,4.0,3.0,1.0,3,No,0.0,20,6,6,23,4.0,0,2,22.0,693,9.8,No,Yes,No
EMP10837,50,Male,IT,Software Engineer,2,Master's,Married,Travel_Frequently,23.0,7486,High,74.0,,3,3.0,2.0,1.0,3.0,3,No,1.0,13,7,3,20,5.0,2,0,14.0,381,8.3,Yes,No,No
EMP10838,37,Male,IT,Software Engineer,1,Master's,Divorced,Travel_Rarely,16.0,4248,Low,21.0,9563.0,3,3.0,4.0,4.0,4.0,3,Yes,2.0,0,0,0,5,0.0,6,0,12.0,1246,7.8,Yes,Yes,No
EMP10839,27,Male,Research & Development,Research Scientist,2,Bachelor's,Single,Travel_Rarely,33.0,6711,Medium,57.0,17933.0,3,,3.0,3.0,1.0,3,Yes,5.0,6,6,4,8,3.0,4,0,25.0,760,8.2,Yes,No,Yes
EMP10840,26,Female,IT,Software Engineer,1,Master's,Married,Travel_Rarely,31.0,4883,Medium,20.0,21144.0,4,3.0,3.0,2.0,2.0,2,Yes,1.0,5,5,5,11,5.0,0,1,14.0,689,9.9,No,No,No
EMP10841,57,Male,IT,Software Engineer,2,Master's,Married,Travel_Frequently,28.0,7117,High,25.0,8009.0,1,3.0,2.0,2.0,2.0,3,No,0.0,16,2,1,19,3.0,6,0,11.0,1272,8.1,Yes,No,No
EMP10842,43,Male,Human Resources,HR Executive,3,Master's,Single,Travel_Rarely,17.0,10153,Very High,36.0,7028.0,4,2.0,3.0,4.0,2.0,3,No,2.0,22,2,7,26,1.0,2,0,20.0,591,8.6,No,No,No
EMP10843,55,Female,Finance,Financial Analyst,4,Bachelor's,Single,Travel_Rarely,6.0,9501,High,51.0,17604.0,3,3.0,3.0,3.0,1.0,3,Yes,3.0,4,0,4,8,0.0,0,0,13.0,1253,9.4,Yes,No,No
EMP10844,40,Male,Research & Development,Research Scientist,2,Bachelor's,Single,Travel_Frequently,29.0,7115,High,95.0,22812.0,3,3.0,3.0,1.0,2.0,3,Yes,5.0,4,4,4,11,4.0,0,1,16.0,1065,8.9,No,No,Yes
EMP10845,37,Female,IT,Software Engineer,2,Master's,Married,Travel_Rarely,29.0,8887,High,77.0,15542.0,3,1.0,3.0,4.0,4.0,2,No,3.0,13,5,6,18,7.0,6,0,24.0,1094,7.4,No,No,Yes
EMP10846,44,Male,Research & Development,Research Scientist,1,Bachelor's,Divorced,Travel_Rarely,33.0,3092,Low,71.0,24410.0,4,3.0,3.0,3.0,1.0,3,No,1.0,0,0,0,7,0.0,0,1,19.0,1495,8.3,Yes,No,Yes
EMP10847,54,Female,Research & Development,Research Scientist,3,Master's,Single,Non-Travel,23.0,11476,Very High,26.0,20584.0,3,3.0,3.0,4.0,2.0,2,No,4.0,19,1,6,25,4.0,3,2,13.0,1097,9.5,Yes,No,No
EMP10848,55,Male,Human Resources,HR Executive,4,High School,Divorced,Travel_Rarely,,12020,Very High,33.0,12818.0,4,3.0,3.0,2.0,3.0,4,Yes,1.0,19,1,2,26,1.0,2,0,,908,9.4,No,No,No
EMP10849,26,Male,Research & Development,Research Scientist,1,Bachelor's,Single,Travel_Rarely,14.0,4841,Medium,99.0,11936.0,3,3.0,,2.0,3.0,3,No,3.0,5,5,0,12,1.0,3,0,20.0,1129,7.4,No,No,Yes
EMP10850,23,Male,IT,Software Engineer,2,Master's,Married,Travel_Frequently,31.0,6647,Medium,95.0,4116.0,3,2.0,2.0,1.0,2.0,2,No,5.0,2,2,2,7,2.0,3,0,18.0,769,9.0,No,No,No
EMP10851,57,Male,IT,Software Engineer,2,Master's,Single,Travel_Rarely,23.0,9929,High,62.0,23772.0,4,3.0,3.0,3.0,2.0,3,Yes,6.0,21,0,11,25,1.0,2,2,22.0,718,10.4,No,No,Yes
EMP10852,28,Female,Sales,Sales Executive,1,Bachelor's,Married,Travel_Rarely,36.0,5374,Medium,47.0,20658.0,2,3.0,,2.0,3.0,3,No,4.0,7,1,0,12,7.0,6,0,12.0,1418,10.2,Yes,No,Yes
EMP10853,51,Male,Sales,Sales Executive,3,Bachelor's,Married,Travel_Rarely,5.0,10833,Very High,90.0,4300.0,3,2.0,3.0,4.0,3.0,1,Yes,4.0,20,8,4,21,4.0,3,1,25.0,1067,7.8,No,No,No
EMP10854,35,Female,Operations,Operations Coordinator,2,Master's,Single,Travel_Rarely,16.0,7504,High,41.0,8494.0,3,1.0,1.0,1.0,3.0,3,Yes,5.0,8,5,1,9,1.0,2,0,,1042,7.1,No,No,Yes
EMP10855,48,Female,Sales,Sales Executive,4,Doctorate,Single,Travel_Rarely,33.0,11216,Very High,23.0,7825.0,3,3.0,2.0,4.0,2.0,1,No,0.0,14,6,9,16,6.0,1,2,24.0,800,8.9,No,No,No
EMP10856,58,Female,IT,Software Engineer,2,Bachelor's,Single,Travel_Rarely,7.0,6736,Medium,27.0,3988.0,2,3.0,3.0,2.0,3.0,2,No,2.0,4,4,4,8,4.0,1,1,18.0,392,10.4,No,No,No
EMP10857,25,Male,Operations,Operations Coordinator,2,,Married,Travel_Frequently,35.0,8142,High,21.0,7649.0,2,3.0,1.0,2.0,2.0,2,Yes,2.0,4,4,4,5,4.0,2,1,15.0,1105,7.6,No,No,No
EMP10858,47,Male,Sales,Sales Executive,3,Bachelor's,Single,Travel_Rarely,13.0,9250,High,58.0,17834.0,4,3.0,3.0,3.0,2.0,4,No,0.0,6,4,6,11,1.0,5,1,10.0,762,7.5,Yes,No,No
EMP10859,35,Male,Sales,Sales Executive,5,Bachelor's,Single,Travel_Rarely,36.0,11157,Very High,77.0,9305.0,2,2.0,3.0,4.0,4.0,3,No,4.0,2,2,2,6,2.0,2,1,20.0,1220,9.0,No,No,No
EMP10860,53,Female,Human Resources,HR Executive,1,Bachelor's,Married,Travel_Frequently,11.0,6093,Medium,57.0,16027.0,3,2.0,4.0,1.0,3.0,3,No,0.0,22,10,8,25,1.0,1,1,17.0,861,8.7,No,No,No
EMP10861,59,Female,IT,Software Engineer,2,Bachelor's,Married,Travel_Rarely,7.0,8665,High,32.0,12578.0,2,3.0,4.0,1.0,3.0,3,No,5.0,22,6,0,26,5.0,1,0,25.0,1294,7.3,Yes,No,Yes
EMP10862,48,Female,Finance,Financial Analyst,2,Bachelor's,Married,Travel_Frequently,,8780,High,22.0,19659.0,1,3.0,2.0,3.0,3.0,3,No,4.0,21,8,6,26,1.0,3,1,20.0,1178,10.1,No,No,No
EMP10863,51,Male,Finance,Financial Analyst,3,Bachelor's,Married,Travel_Rarely,24.0,10297,Very High,28.0,5758.0,4,3.0,3.0,4.0,4.0,3,No,1.0,6,6,6,7,6.0,1,0,13.0,762,10.4,No,Yes,No
EMP10864,57,Female,Research & Development,Research Scientist,3,Bachelor's,Single,Travel_Rarely,39.0,10016,Very High,49.0,15501.0,2,1.0,3.0,3.0,3.0,2,No,6.0,8,5,8,11,8.0,2,1,11.0,905,8.9,No,No,No
EMP10865,44,Male,Human Resources,HR Executive,4,Bachelor's,Married,Travel_Frequently,38.0,12335,Very High,41.0,9748.0,2,2.0,3.0,3.0,4.0,3,No,4.0,17,5,10,21,6.0,6,1,12.0,956,9.0,Yes,Yes,No
EMP10866,35,Male,IT,Software Engineer,2,Bachelor's,Single,Non-Travel,10.0,9331,High,46.0,14746.0,4,3.0,4.0,3.0,2.0,3,Yes,1.0,14,5,3,17,4.0,5,1,20.0,1451,7.8,No,No,Yes
EMP10867,23,Female,Sales,Sales Executive,2,Bachelor's,Divorced,Travel_Rarely,35.0,6921,Medium,85.0,7163.0,4,3.0,4.0,4.0,4.0,3,No,6.0,2,2,2,6,2.0,1,1,18.0,579,9.2,No,No,No
EMP10868,56,Male,Sales,Sales Executive,1,High School,Single,Non-Travel,16.0,7182,High,98.0,14028.0,3,3.0,3.0,1.0,3.0,4,No,6.0,23,3,10,26,6.0,6,1,13.0,1454,8.9,Yes,No,No
EMP10869,35,Female,IT,Software Engineer,3,Bachelor's,Single,Travel_Rarely,40.0,9184,High,32.0,9945.0,3,4.0,3.0,4.0,2.0,3,No,3.0,14,7,8,20,8.0,0,1,14.0,865,8.2,No,No,No
EMP10870,33,Male,Operations,Operations Coordinator,1,Bachelor's,Married,Travel_Frequently,20.0,5998,Medium,80.0,18628.0,4,2.0,3.0,3.0,3.0,3,No,4.0,4,0,4,6,4.0,5,0,13.0,1477,10.2,Yes,No,Yes
EMP10871,49,Female,Sales,Sales Executive,3,Bachelor's,Divorced,Travel_Rarely,8.0,8229,High,87.0,16456.0,3,2.0,2.0,3.0,3.0,4,Yes,3.0,3,3,3,6,3.0,1,0,11.0,566,7.6,No,No,Yes
EMP10872,55,Female,Sales,Sales Executive,1,Master's,Single,Travel_Frequently,40.0,5781,Medium,97.0,6284.0,3,2.0,4.0,,2.0,3,No,2.0,14,7,10,19,0.0,5,1,11.0,1108,7.2,No,No,No
EMP10873,28,Female,Research & Development,Research Scientist,3,Master's,Married,Travel_Rarely,16.0,8480,High,40.0,13378.0,3,3.0,2.0,1.0,3.0,3,No,0.0,1,1,1,7,1.0,0,2,17.0,544,9.9,No,No,No
EMP10874,51,Male,Operations,Operations Coordinator,2,Master's,Single,Travel_Rarely,27.0,6470,Medium,86.0,22073.0,3,2.0,3.0,4.0,2.0,3,Yes,0.0,4,4,2,6,4.0,6,0,15.0,660,9.5,No,No,No
EMP10875,37,Female,IT,Software Engineer,2,Master's,Single,Non-Travel,25.0,7010,High,70.0,18198.0,3,4.0,4.0,3.0,2.0,3,No,4.0,4,4,4,5,2.0,2,1,21.0,1036,9.9,Yes,No,Yes
EMP10876,49,Male,Sales,Sales Executive,1,Master's,Single,Non-Travel,39.0,4801,Medium,,19101.0,3,2.0,3.0,3.0,3.0,3,No,0.0,2,2,2,8,2.0,0,1,11.0,1127,7.1,No,No,No
EMP10877,27,Male,Sales,Sales Executive,2,Bachelor's,Married,Non-Travel,22.0,8044,High,85.0,21026.0,3,3.0,2.0,3.0,2.0,2,No,1.0,3,3,3,7,3.0,3,0,10.0,656,9.9,Yes,No,No
EMP10878,60,Female,Operations,Operations Coordinator,3,Bachelor's,Single,Travel_Rarely,11.0,10437,Very High,94.0,3005.0,3,2.0,,3.0,4.0,3,Yes,5.0,10,2,5,12,6.0,3,0,18.0,1170,10.3,Yes,No,Yes
EMP10879,36,Male,IT,Software Engineer,1,High School,Married,Travel_Rarely,15.0,3916,Low,70.0,8811.0,4,3.0,3.0,2.0,3.0,3,No,5.0,2,2,2,6,2.0,1,0,17.0,770,9.6,No,No,No
EMP10880,22,Female,Sales,Sales Executive,2,Bachelor's,Divorced,Travel_Rarely,26.0,7053,High,99.0,5106.0,4,3.0,1.0,3.0,2.0,3,Yes,1.0,1,1,1,3,1.0,4,2,18.0,1089,9.8,Yes,No,No
EMP10881,55,Female,IT,Software Engineer,1,Bachelor's,Married,Travel_Rarely,32.0,7112,High,43.0,11024.0,3,4.0,3.0,4.0,4.0,3,No,4.0,15,11,1,21,2.0,2,2,15.0,552,10.3,No,No,No
EMP10882,34,Female,Research & Development,Research Scientist,3,Master's,Divorced,Travel_Rarely,38.0,10250,Very High,38.0,,4,3.0,3.0,2.0,3.0,4,No,4.0,13,9,5,13,1.0,0,0,11.0,784,9.2,No,No,No
EMP10883,59,Female,Sales,Sales Executive,1,Master's,Married,Travel_Rarely,33.0,5903,Medium,97.0,19367.0,4,3.0,4.0,3.0,3.0,3,No,2.0,10,0,4,14,6.0,6,1,12.0,828,8.2,No,No,No
EMP10884,25,Female,IT,Software Engineer,2,Doctorate,Married,Travel_Frequently,21.0,5922,Medium,92.0,15129.0,2,2.0,4.0,1.0,3.0,3,No,3.0,4,3,4,9,4.0,3,1,23.0,108,9.9,Yes,Yes,Yes
EMP10885,45,Female,Human Resources,HR Executive,4,Bachelor's,Married,Non-Travel,29.0,11979,Very High,21.0,4385.0,3,2.0,2.0,1.0,2.0,2,No,5.0,10,10,10,10,6.0,6,0,19.0,323,9.4,No,No,Yes
EMP10886,47,Male,Operations,Operations Coordinator,3,Master's,Single,Non-Travel,7.0,10455,Very High,53.0,7296.0,4,3.0,2.0,2.0,2.0,4,No,2.0,20,5,6,24,1.0,1,0,23.0,1202,8.4,No,No,No
EMP10887,55,Female,IT,Software Engineer,5,Bachelor's,Married,Travel_Rarely,2.0,14088,Very High,82.0,5470.0,1,2.0,3.0,2.0,2.0,3,No,2.0,20,7,0,20,0.0,1,2,11.0,793,7.4,No,No,No
EMP10888,42,Male,Research & Development,Research Scientist,3,Bachelor's,Married,Non-Travel,37.0,7191,High,45.0,17971.0,2,3.0,3.0,3.0,1.0,2,Yes,4.0,1,1,1,7,1.0,1,0,12.0,555,8.9,No,Yes,Yes
EMP10889,29,Male,Operations,Operations Coordinator,3,High School,Single,Travel_Rarely,38.0,9499,High,58.0,5418.0,2,3.0,4.0,3.0,3.0,3,No,0.0,8,8,8,11,6.0,3,1,20.0,1411,8.2,No,No,No
EMP10890,41,Female,IT,Software Engineer,1,Bachelor's,Single,Non-Travel,,4481,Low,80.0,7072.0,3,3.0,4.0,,2.0,4,No,6.0,10,4,6,14,7.0,4,1,24.0,1443,7.2,Yes,No,Yes
EMP10891,32,Male,IT,Software Engineer,3,High School,Married,Travel_Frequently,38.0,9156,High,63.0,4711.0,2,3.0,4.0,3.0,1.0,3,No,6.0,11,9,4,14,9.0,1,0,23.0,150,9.0,No,No,No
EMP10892,50,Male,Operations,Operations Coordinator,4,Bachelor's,Married,Travel_Frequently,7.0,10503,Very High,62.0,21149.0,2,2.0,3.0,2.0,3.0,3,No,1.0,13,8,4,14,8.0,1,1,15.0,571,8.2,Yes,No,No
EMP10893,29,Female,Sales,Sales Executive,4,Doctorate,Married,Non-Travel,10.0,10736,Very High,38.0,13214.0,1,3.0,3.0,4.0,1.0,4,No,,8,1,4,10,0.0,5,2,15.0,1459,7.8,No,No,Yes
EMP10894,59,Male,Operations,Operations Coordinator,3,High School,Single,Non-Travel,13.0,12577,Very High,26.0,21758.0,3,3.0,,2.0,,3,No,5.0,23,4,3,26,8.0,2,1,22.0,1426,7.1,No,No,No
EMP10895,38,Female,Sales,Sales Executive,2,Master's,Married,Travel_Frequently,4.0,8865,High,62.0,10029.0,3,4.0,3.0,3.0,2.0,2,No,6.0,17,11,9,24,7.0,5,0,20.0,434,10.4,Yes,No,No
EMP10896,46,Male,Sales,Sales Executive,3,Bachelor's,Married,Travel_Rarely,29.0,11488,Very High,85.0,10748.0,1,2.0,3.0,4.0,4.0,3,No,1.0,17,7,7,23,2.0,0,1,20.0,233,9.8,No,No,Yes
EMP10897,44,Female,Finance,Financial Analyst,1,Bachelor's,Single,Travel_Rarely,26.0,5296,Medium,77.0,11780.0,4,3.0,3.0,4.0,3.0,3,Yes,0.0,1,1,1,1,1.0,0,2,20.0,266,7.4,Yes,Yes,Yes
EMP10898,31,Male,Sales,Sales Executive,3,Bachelor's,Married,Travel_Rarely,13.0,8890,High,71.0,,3,3.0,3.0,2.0,1.0,2,No,6.0,0,0,0,6,0.0,6,1,14.0,242,7.3,Yes,No,No
EMP10899,54,Male,Operations,Operations Coordinator,2,Master's,Married,Non-Travel,20.0,7538,High,34.0,19472.0,3,4.0,2.0,4.0,3.0,3,No,2.0,14,9,13,16,3.0,1,1,24.0,157,9.6,No,No,No
EMP10900,31,Female,Finance,Financial Analyst,1,Master's,Divorced,Travel_Rarely,16.0,5538,Medium,59.0,15069.0,3,3.0,3.0,3.0,3.0,2,No,6.0,10,0,10,11,1.0,2,0,19.0,692,7.4,No,No,No
EMP10901,32,Male,Finance,Financial Analyst,4,Master's,Married,Non-Travel,34.0,10912,Very High,81.0,9293.0,3,3.0,3.0,4.0,3.0,3,No,6.0,11,2,11,15,0.0,2,1,24.0,1303,7.2,No,No,No
EMP10902,27,Female,Finance,Financial Analyst,3,Master's,Divorced,Travel_Rarely,17.0,8676,High,39.0,11092.0,4,4.0,3.0,1.0,2.0,3,No,1.0,6,0,6,7,4.0,0,1,25.0,314,9.2,No,No,No
EMP10903,31,Male,Research & Development,Research Scientist,1,Bachelor's,Married,Travel_Frequently,23.0,5120,Medium,76.0,24769.0,3,3.0,2.0,1.0,2.0,2,No,3.0,10,4,10,10,3.0,6,1,21.0,1457,7.2,Yes,No,No
EMP10904,34,Male,Finance,Financial Analyst,2,Bachelor's,Single,Travel_Rarely,21.0,7635,High,73.0,19921.0,1,4.0,3.0,1.0,3.0,2,Yes,3.0,13,10,5,16,3.0,3,1,10.0,1322,9.6,No,No,No
EMP10905,33,Female,Operations,Operations Coordinator,2,Master's,Married,Travel_Frequently,39.0,6945,Medium,34.0,6688.0,1,3.0,3.0,1.0,3.0,4,Yes,5.0,5,3,5,12,4.0,2,0,18.0,1469,8.1,No,No,No
EMP10906,54,Female,Human Resources,HR Executive,3,High School,Married,Travel_Rarely,34.0,11030,Very High,69.0,7333.0,3,2.0,3.0,3.0,1.0,3,No,3.0,20,5,9,20,2.0,6,1,25.0,1129,10.0,No,Yes,No
EMP10907,22,Female,Operations,Operations Coordinator,2,Bachelor's,Married,Travel_Frequently,34.0,6305,Medium,32.0,3529.0,3,4.0,3.0,3.0,3.0,4,No,1.0,1,1,1,5,1.0,6,1,12.0,1004,7.9,No,No,No
EMP10908,30,Male,Research & Development,Research Scientist,4,Master's,Single,Travel_Rarely,39.0,9586,High,61.0,5970.0,2,3.0,4.0,3.0,4.0,3,Yes,0.0,4,4,2,8,0.0,5,0,24.0,339,8.1,No,No,No
EMP10909,46,Male,Sales,Sales Executive,1,Bachelor's,Single,Travel_Frequently,27.0,7788,High,73.0,11412.0,3,4.0,,4.0,1.0,3,Yes,4.0,13,11,9,13,,4,1,20.0,982,,No,Yes,Yes
EMP10910,36,Female,Finance,Financial Analyst,4,Master's,Married,Travel_Rarely,36.0,9387,High,76.0,7955.0,4,1.0,2.0,3.0,2.0,2,Yes,4.0,4,4,4,5,4.0,1,1,17.0,509,7.9,Yes,No,No
EMP10911,39,Male,Research & Development,Research Scientist,1,Bachelor's,Single,Non-Travel,12.0,4153,Low,84.0,24792.0,3,3.0,3.0,3.0,2.0,4,No,5.0,3,3,0,6,3.0,2,2,25.0,748,9.5,Yes,Yes,No
EMP10912,27,Female,Research & Development,Research Scientist,4,High School,Married,Travel_Rarely,35.0,10459,Very High,59.0,14905.0,2,3.0,3.0,1.0,3.0,3,Yes,1.0,2,2,2,8,2.0,3,0,17.0,1093,9.9,Yes,No,No
EMP10913,55,Male,Research & Development,Research Scientist,2,Master's,Single,Non-Travel,28.0,7942,High,43.0,18503.0,1,4.0,4.0,3.0,3.0,3,Yes,3.0,11,7,1,14,4.0,1,1,20.0,856,9.1,No,No,No
EMP10914,43,Male,IT,Software Engineer,5,High School,Married,Travel_Rarely,23.0,13681,Very High,85.0,19291.0,3,3.0,3.0,3.0,3.0,3,Yes,4.0,18,4,14,25,1.0,3,0,16.0,496,9.9,No,No,Yes
EMP10915,40,Male,IT,Software Engineer,2,Master's,Married,Travel_Rarely,27.0,7254,High,73.0,8560.0,2,3.0,3.0,3.0,3.0,4,No,5.0,14,5,4,20,9.0,4,0,17.0,1296,8.0,Yes,No,No
EMP10916,45,Male,IT,Software Engineer,3,Bachelor's,Married,Travel_Rarely,29.0,11830,Very High,83.0,23725.0,3,3.0,1.0,4.0,1.0,3,No,2.0,21,3,9,21,8.0,3,0,10.0,713,8.6,No,No,No
EMP10917,33,Female,IT,Software Engineer,1,High School,Single,Non-Travel,36.0,6794,Medium,61.0,23633.0,3,3.0,1.0,3.0,3.0,3,No,2.0,12,8,2,16,7.0,5,1,22.0,1031,7.5,No,No,Yes
EMP10918,34,Male,Operations,Operations Coordinator,2,Master's,Single,Travel_Rarely,26.0,7659,High,27.0,16919.0,3,2.0,3.0,3.0,4.0,3,No,3.0,0,0,0,2,0.0,4,0,13.0,1487,9.0,Yes,No,Yes
EMP10919,33,Female,Human Resources,HR Executive,2,Bachelor's,Married,Travel_Frequently,22.0,7642,High,98.0,17560.0,3,2.0,4.0,4.0,4.0,3,No,3.0,12,10,3,17,6.0,4,3,15.0,1121,9.0,Yes,No,No
EMP10920,37,Male,Research & Development,Research Scientist,2,Bachelor's,Married,Travel_Rarely,5.0,5868,Medium,57.0,15409.0,2,2.0,2.0,2.0,2.0,1,No,6.0,2,2,2,5,2.0,2,2,19.0,1100,10.1,No,No,Yes
EMP10921,59,Female,Research & Development,Research Scientist,3,Bachelor's,Married,Travel_Rarely,37.0,11135,Very High,75.0,9096.0,4,3.0,3.0,3.0,3.0,2,Yes,4.0,21,9,9,22,7.0,3,0,17.0,522,7.3,No,No,Yes
EMP10922,24,Male,Research & Development,Research Scientist,4,Bachelor's,Single,Non-Travel,15.0,9434,High,55.0,15629.0,4,2.0,4.0,2.0,2.0,2,No,0.0,3,3,3,3,0.0,0,0,13.0,139,7.6,No,No,No
EMP10923,29,Male,IT,Software Engineer,1,High School,Married,Travel_Rarely,9.0,3887,Low,80.0,10266.0,3,3.0,3.0,4.0,2.0,4,No,4.0,0,0,0,3,0.0,5,1,16.0,686,10.2,No,No,No
EMP10924,49,Male,Research & Development,Research Scientist,2,Bachelor's,Married,Travel_Rarely,4.0,6018,Medium,60.0,16791.0,4,3.0,2.0,4.0,4.0,3,Yes,0.0,1,1,1,8,1.0,1,0,25.0,529,7.4,Yes,No,No
EMP10925,24,Female,Research & Development,Research Scientist,1,Bachelor's,Single,Travel_Frequently,40.0,5051,Medium,45.0,8294.0,4,3.0,4.0,2.0,3.0,3,No,3.0,3,3,2,7,3.0,2,3,24.0,1435,10.1,No,Yes,No
EMP10926,48,Male,Operations,Operations Coordinator,2,Bachelor's,Married,Travel_Rarely,17.0,9800,High,25.0,6640.0,4,3.0,3.0,3.0,2.0,4,No,6.0,17,7,4,19,7.0,2,2,24.0,1257,9.6,No,Yes,No
EMP10927,24,Male,Research & Development,Research Scientist,4,Bachelor's,Married,Travel_Rarely,1.0,9168,High,85.0,11120.0,3,2.0,2.0,3.0,1.0,3,No,4.0,0,0,0,0,0.0,2,0,15.0,388,7.5,No,No,No
EMP10928,46,Female,IT,Software Engineer,1,Master's,Married,Travel_Rarely,14.0,5858,Medium,,4566.0,1,2.0,2.0,2.0,3.0,4,Yes,5.0,15,8,9,22,7.0,2,0,16.0,1342,7.1,Yes,No,Yes
EMP10929,48,Female,Sales,Sales Executive,2,Bachelor's,Single,Travel_Rarely,24.0,7875,High,36.0,17150.0,3,2.0,3.0,3.0,2.0,3,Yes,1.0,16,3,9,16,0.0,1,1,14.0,1170,9.7,No,No,Yes
EMP10930,38,Male,Sales,Sales Executive,3,Bachelor's,Single,Travel_Rarely,19.0,7496,High,73.0,8518.0,3,3.0,4.0,3.0,3.0,3,Yes,1.0,0,0,0,7,0.0,1,1,19.0,1462,9.4,No,No,No
EMP10931,25,Male,Human Resources,HR Executive,3,Bachelor's,Single,Non-Travel,5.0,6992,Medium,63.0,23966.0,4,3.0,1.0,,4.0,1,No,6.0,4,4,4,5,4.0,6,1,25.0,184,9.7,No,No,No
EMP10932,38,Female,Research & Development,Research Scientist,3,Master's,Single,Travel_Rarely,34.0,9815,High,47.0,20735.0,4,3.0,4.0,3.0,3.0,2,No,,15,1,5,18,5.0,3,0,11.0,420,7.4,No,No,No
